titles,contents,type,news
"삼성, 연말 이웃돕기 성금 500억원 기부","
			[서울신문]지진 피해를 입은 포항 이재민을 위한 재해구호성금 등 연말 취약계층을 돕기 위한 기부 및 봉사 행렬이 이어지고 있다.삼성전자는 삼성디스플레이, 삼성생명, 삼성증권, 삼성화재, 삼성카드 등 계열사와 함께 ‘2017년 연말 이웃사랑 성금’으로 500억원을 조성해 사회복지공동모금회에 맡기기로 했다고 24일 밝혔다. 삼성전자 커뮤니케이션 팀장에서 자리를 옮긴 이인용 신임 사회봉사단장(사장)의 첫 업무 성과다. 삼성은 1999년부터 사회복지공동모금회에 성금을 기탁했고 올해까지 누적 기탁금은 5200억원이다.삼성전자는 이와 별도로 지진 피해를 당한 경북 포항 지역 주민들을 위해 30억원을 지원키로 했다. SK그룹도 이날 피해 지역 복구 및 이재민 복지를 위해 재해구호성금 20억원을 지원한다고 밝혔다.이날 중앙재난안전대책본부에 따르면 포항에서 지진이 발생한 지난 15일부터 23일 오후 6시까지 모두 1만 423명의 자원봉사자가 지진 피해 현장에서 활동했다. 또 재해구호협회 114억원, 사회복지공동모금회 23억원 등 총 137억원의 의연금이 들어왔다. 지난 23일의 경우 하루 만에 32억원이 모금됐다.정종제 행정안전부 재난관리실장은 이날 정부세종청사에서 가진 브리핑에서 “경북 군위군·구미시·청송군, 대구시, 전남도 등 지방자치단체뿐 아니라 한국가스공사, 한국수력원자력, NH농협, 한국국토정보공사(LX) 등 다양한 기관에서 도움의 손길을 보내왔다”고 설명했다.이경주 기자 kdlrudwn@seoul.co.kr류지영 기자 superryu@seoul.co.kr▶  재미있는 세상[나우뉴스] ▶ [인기 무료만화] [페이스북]ⓒ 서울신문(www.seoul.co.kr), 무단전재 및 재배포금지
		",earthquake,seoul
"GS칼텍스, 연말 맞아 임직원 릴레이 봉사","
			[서울신문]
	
		
허진수(오른쪽 두 번째) GS칼텍스 회장과 임직원들이 서울시 관악구 상록보육원에서 원아들과 인근 홀몸 노인들에게 전달할 김치를 담그고 있다.GS칼텍스 제공GS칼텍스가 연말을 맞아 임직원과 직원들이 참여하는 연말 릴레이 봉사 활동을 시작했다.허진수 GS칼텍스 회장과 본사 임직원 120여명은 23일 관악구 상록보육원 등 서울 소재 보육원에서 김장 봉사활동을 펼쳤다. 이날 담근 김치는 해당 보육원과 인근 홀몸 노인 가정에도 전달한다. 2005년부터 릴레이 봉사활동을 펼치고 있는 GS칼텍스는 다음달 말까지 전국 주요 지역에서 각 지역 사회복지단체와 연계해 임직원 및 사원들이 김장, 연탄 배달, 난방유 전달, 크리스마스 선물 제작 등에 봉사 인력으로 참여할 예정이다. 특히 경북 지역 GS칼텍스 임직원이 포항 지진으로 어려움을 겪는 이재민에게 직접 구호물품을 전달하고 봉사활동에도 참여한다.이은주 기자 erin@seoul.co.kr▶  재미있는 세상[나우뉴스] ▶ [인기 무료만화] [페이스북]ⓒ 서울신문(www.seoul.co.kr), 무단전재 및 재배포금지
		",earthquake,seoul
아베 “文대통령 日방문 원해” 친서,"
			[서울신문]아베 신조 일본 총리가 “한·중·일 정상회담을 계기로 문재인 대통령이 빠른 시일 내 방문할 수 있기를 바란다”는 입장을 담은 친서를 청와대에 전달했다. 문 대통령은 “12월 중에는 어렵다고 해도 연초, 1월 중에는 할 수 있도록 하자”며 종전과 같은 취지의 답을 건넨 것으로 전해졌다.
	
		
아베 신조 일본 총리.AFP 연합뉴스문 대통령은 23일 청와대에서 일본의 연립여당인 공명당의 야마구치 나쓰오 대표를 만나 아베 총리의 친서를 건네받고 이렇게 답했다고 청와대 관계자가 전했다.문 대통령은 야마구치 대표와 평창동계올림픽을 계기로 양국 관계를 발전시킬 수 있는 방안도 논의했다. 문 대통령은 “과거 김연아 선수와 아사다 마오 선수가 선의의 경쟁을 하면서 세계 정상의 선수로 발전했듯이 평창동계올림픽이 양국 차세대 선수가 함께 성장하는 무대가 되길 바란다”며 “일본 선수의 활약을 기대한다”고 말했다. 이어 “일본을 방문하는 한국인에 비해 방한하는 일본인 숫자가 적다”면서 “평창올림픽 등을 계기로 더 많은 일본인이 방문해 인적 교류가 확대되도록 노력하자”고 밝혔다.경북 포항 지진으로 연기된 대학수학능력시험도 화제가 됐다. 문 대통령은 “지진과 관련해 일본에서 배울 수 있는 게 많다고 생각한다. 재난에 대한 협력이 활발하게 이뤄지면 좋을 것으로 생각한다”고 언급했다. 북핵 위협과 관련, 문 대통령은 “긴장이 지나치게 고조되지 않게 상황을 안정적으로 관리하는 게 필요하다”고 말해 한·미·일 연합훈련에 부정적 입장을 에둘러 확인했다. 야마구치 대표는 “북한의 미사일이 두 차례나 영공을 통과하는 등 불안이 크다”며 “국제사회가 압박해 북한의 태도를 바꾸는 게 중요하다”고 지적했다.임일영 기자 argus@seoul.co.kr▶  재미있는 세상[나우뉴스] ▶ [인기 무료만화] [페이스북]ⓒ 서울신문(www.seoul.co.kr), 무단전재 및 재배포금지
		",earthquake,seoul
“대피소에 있어야 보상금” 뜬소문에 이재민 수백명 몰려,"
			[서울신문]중대본 “적절한 안내 통해 조치”포항 지진으로 인한 피해 규모가 계속 커지는 가운데 하룻밤 새 이재민이 300명 넘게 대피소를 찾아 그 배경에 관심이 모아진다. 최근 지진 현장에 “대피소에 머물러야 정부로부터 보상금 등 지원을 받을 수 있다”는 유언비어가 확산된 탓으로 보인다. 23일 중앙재난안전대책본부(중대본)에 따르면 이날 오전 11시 현재 총 1377명의 이재민이 학교와 복지시설 등 13곳에 대피해 머물고 있다. 전날 오전 6시 1103명과 비교해 하루 사이 25%(274명)나 늘어났다. 지난 22일 이재민 67명이 정부가 준비한 한국토지주택공사(LH) 임대주택으로 옮겼다는 점을 감안하면 실제로는 300명 넘게 이재민이 새로 모여들었다.중대본 측은 “집으로 돌아갔다가도 불안한 마음에 다시 대피소로 나오는 사람들이 많았다”면서 “이재민이 들어오고 나가고를 반복하다 보니 수치 변동폭이 있다”고 설명했다. 상당수 이재민들은 대피소에 있어야 재난지원을 받을 수 있다는 소문을 듣고 대피소로 급히 이동한 것으로 알려졌다. 중대본 관계자는 “대피소에 있든 없든 지원은 동일하게 받게 된다고 설득하지만 일부 주민들은 이를 귀담아듣지 않는다”고 안타까워했다.이에 대해 안영규 중앙재난안전대책본부 통제관은 이날 정부서울청사에서 가진 정례브리핑에서 “이재민 숫자가 느는 것은 위험을 느끼는 주민들도 오시고 안전점검이 진행됨에 따라 안내를 받으시는 분들도 있다”면서 “어떤 이유 때문에 오시는지 말씀하시지 않기 때문에 보호소에 오시는 분은 모두 임시거주를 허용하고 있다”고 말했다.그는 이어 “대피소 거주 여부에 따라 지원 기준이 달라지는건 아니다”라면서 “(잘못된 소문에 대해서는) 현지에서 브리핑 등 적절한 안내를 통해 조치하겠다”고 강조했다.이날까지 포항 지진으로 인한 인명피해는 모두 93명이다. 이 가운데 77명은 귀가했고 중상자 1명을 포함해 15명이 병원에 입원해 치료를 받고 있다. 신고된 시설물 피해는 모두 1만 4669건으로 이 가운데 1만 3661건을 응급복구했다.자원봉사 행렬도 이어지고 있다. 22일에는 지진 첫날(15일) 대비 9배가 넘는 1804명이 참여했다. 성금 누적액도 105억원에 달했다고 중대본은 밝혔다.류지영 기자 superryu@seoul.co.kr▶  재미있는 세상[나우뉴스] ▶ [인기 무료만화] [페이스북]ⓒ 서울신문(www.seoul.co.kr), 무단전재 및 재배포금지
		",earthquake,seoul
국어·수학 작년만큼 어려웠다,"
			[서울신문]첫 절대평가 영어 다소 쉬워 “1등급 비율 6~8%대 이를 듯” 포항엔 작은 여진… 차질 없어
	
		
조마조마했던 포항 수험생들 ‘환한 미소’  - 2018학년도 대학수학능력시험이 치러진 23일 경북 포항 유성여고에서 시험을 마친 수험생들이 부모·친구들과 함께 홀가분한 표정으로 고사장을 빠져나오고 있다. 유성여고는 포항 지진 진앙지에서 가장 가까운 고사장 중 하나다.포항 박윤슬 기자 seul@seoul.co.kr올해 대학수학능력시험(수능) 국어와 수학 영역이 지난해만큼 어려웠다. 국어는 가장 어려웠다는 평가를 받은 지난해와 난이도가 비슷했고, 수학은 추론을 요하는 문항들이 출제돼 수험생이 곤란을 겪었다는 평가가 지배적이다. 영어 영역 역시 지난해와 비슷한 수준으로 출제됐지만, 올해 절대평가로 전환되면서 90점 이상인 1등급 비율이 지난해 수능(4%)보다 높은 6~8%대에 이를 것으로 보인다.이준식(성균관대 교수) 수능 출제위원장은 23일 정부세종청사에서 “고교 교육과정 내에서 일관된 출제 기조를 유지하고자 했다”면서 “올해 6·9월 모의평가(모평)를 통해 파악한 수험생들의 학력 수준, 수능 대비 모평에서의 학습준비 향상 정도 등을 고려했다”고 설명했다.국어에서는 독서 분야에서 해석이 까다로운 고난도 변별력을 가진 문항이 여럿 출제됐다. 수학 역시 그래프나 함수를 추론하고 계산과 개념까지 완벽히 이해해야 해결할 수 있는 문항들이 나와 뚜렷한 변별력을 보였다는 분석이 나왔다. 올해 절대평가로 전환한 영어에 대해 이 출제위원장은 “1등급 비율은 6월 모평(8.08%)과 9월 모평(5.33%) 수준에서 적절히 유지되도록 노력했다”고 설명했다. 교육계는 올해 수능 영어의 1등급 비율을 8% 수준으로 관측하고 있다. 평가원은 오는 27일 오후 6시까지 이의 신청을 받은 뒤 다음달 4일 오후 5시 정답을 확정해 발표한다. 성적표는 12월 12일 배부된다.한편 강진이 발생했던 포항 지역은 애초 북구 4개 시험장에 배정됐던 수험생 2045명이 남구 대체 시험장에서 수능을 치렀다. 이날 포항에서는 진동을 느낄 수 없을 정도로 작은 규모인 2.0 미만의 미소지진만 4차례 발생해 큰 사고 없이 시험을 마쳤다.김기중 기자 gjkim@seoul.co.kr▶  재미있는 세상[나우뉴스] ▶ [인기 무료만화] [페이스북]ⓒ 서울신문(www.seoul.co.kr), 무단전재 및 재배포금지
		",earthquake,seoul
산불 경보  ‘주의 ’ 상향,"
			[서울신문]경북 포항 지진의 불안 속에 산불 비상이 걸렸다. 산림청은 20일 오전 10시를 기해 산불 재난 위기경보를 관심에서 ‘주의’로 상향 발령했다. 가을철에 산불위기경보 ‘주의’ 단계가 발령된 것은 2010년 제도 도입 후 처음이다. 전국적으로 건조주의보가 13일째 이어지면서 산불 발생 위험이 높아졌기 때문이다.
	
		
산림청에 따르면 가을철 산불조심기간이 시작된 지난 1일부터 19일까지 25건의 산불로 9.51㏊의 산림이 피해를 입었다. 지난해 같은 기간 발생한 가을 산불은 2건, 0.02㏊에 불과했다.지난 16일에는 이례적으로 하루 7건의 산불이 났다. 가을 산불로는 1994년 11월 7일 9건 이후 가장 많다. 같은 날 전남 보성에서는 산불 진화에 투입됐던 임차헬기가 추락하는 사고도 발생했다.지역별로 지난해 한 건의 산불이 없었던 경기와 대전, 경남에서 각각 6건, 2건, 2건이 발생했다. 피해는 경기 지역(6.93㏊)에 집중됐지만 경북에서도 6건이 발생해 0.51㏊ 피해가 났다. ?원인별로는 발화 원인이 명확하지 않은 입산자 실화가 가장 많았다. ?한편 올 들어 발생한 산불은 617건에 1412㏊의 피해가 났다. 전년 동기(372건, 371㏊) 대비 건수는 1.7배, 피해 면적은 3.8배 각각 증가했다.대전 박승기 기자 skpark@seoul.co.kr▶  재미있는 세상[나우뉴스] ▶ [인기 무료만화] [페이스북]ⓒ 서울신문(www.seoul.co.kr), 무단전재 및 재배포금지
		",earthquake,seoul
"열공한 당신, 놀아 봅~시다","
			[서울신문]에버랜드, 자유이용권 64% 할인 롯데월드·서울랜드도 1만 5000원설악 워터피아 수험생 무료입장한화 아쿠아플라넷63도 1만원에포항 지진의 악재를 딛고 올해 대학수학능력시험이 23일 실시된다. 주요 테마파크들도 이에 맞춰 일부 내용을 수정하거나 일정이 연기된 수능 이벤트를 새로 선보였다. 이벤트 기간이 1주일 연기된 경우가 대부분이지만 일부는 내용을 확 바꾸기도 했다. 이 시기의 수험표는 만능 할인티켓이다. 신분증과 함께 챙겨 가면 어디서나 할인을 받을 수 있다.
	
		
에버랜드 별빛 동물원.에버랜드는 23일부터 내년 1월 7일까지 수험생을 대상으로 자유이용권 가격을 정상가 대비 최대 64% 할인한다. 에버랜드는 2만원, 캐리비안 베이는 실내 라커 포함해 1만 5000원이다. 캐리비안 베이는 온수를 이용한 야외 유수풀 전 구간을 운영 중이다. 이 기간 스마트 예약 온라인 사이트에서 우대 이용권을 구매한 수험생을 대상으로 매일 선착순 200명에게 인기 어트랙션 우선 탑승권을 선물한다. 또 스마트 예약을 이용한 이들을 대상으로 추첨을 통해 노트북과 갤럭시노트8, 신라스테이 숙박권, 제주도 왕복 항공권 등을 준다. 지난 19일까지 운영할 계획이던 인기 시설 호러메이즈도 오는 26일까지 연장한다. 18일부터 로맨틱 겨울축제 ‘크리스마스 판타지’가 열리고 있다. 묶어서 돌아보면 좋을 듯하다.
	
		
롯데월드 자이로 스핀.롯데월드 어드벤처는 23일~12월 22일 수험생을 대상으로 자유이용권을 1만 5000원에 판매한다. 동반 2인까지는 2만원에 판매한다. 25일 오후 8시 30분부터 가든 스테이지에서 수능탈출 힙합파티 공연도 연다. 래퍼 우원재가 특유의 감성이 담긴 랩을 선보인다.
	
		
서울랜드 퍼니 매직쇼.서울랜드 역시 23일부터 연말까지 수험생을 대상으로 자유이용권을 정상가 대비 60% 할인한 1만 5000원에 판매한다. 26일까지는 중고생에게도 같은 혜택을 제공한다. 주말과 공휴일에는 난버벌 태권무 퍼포먼스 ‘태권뮤지컬 혼’ 공연 무료 관람 혜택도 제공한다.
	
		
설악 워터피아 레인 스파.
	
		
한화 아쿠아플라넷63 수능 응원 이벤트.한화리조트 설악은 23일~12월 14일 리조트에 투숙하는 수험생을 대상으로 설악 워터피아 무료입장 이벤트를 벌인다. 동반인(3인)도 50% 할인된다. 이 기간 내 사이버 회원과 모바일앱 회원은 객실과 조식 뷔페(2인)가 포함된 쏘라노 ‘조식 뷔페 패키지’를 평일(일~목) 12만 6000원, 금요일 16만 1000원에 예약할 수 있다. 춘천에 있는 제이드가든 수목원도 12월 31일까지 수험생 무료입장 이벤트를 벌인다. 수목원 내 카페의 모든 품목이 50% 할인된다. 아울러 한화 아쿠아플라넷63은 23일부터 12월 10일까지 수험생을 대상으로 입장권을 1만원에 판매한다. 아쿠아플라넷 일산은 연말까지 수험생과 중·고·대학생을 대상으로 입장권을 1만 1000원에, 얼라이브 스타 관람이 포함된 패키지권은 1만 2000원에 판매한다. 아쿠아플라넷 제주는 수험생과 동반 1인에 한해 입장권 50% 할인, 아쿠아플라넷 여수는 수험생과 동반 3인을 대상으로 패키지권을 각각 50%, 20% 할인한다.홍천 비발디파크 오션월드는 12월 14일까지 ‘수험생 우대 할인’ 행사를 진행한다. ‘D멤버스 쿠폰’을 이용하면 1인 1만 7000원, 오션월드 매표소에서 현장 발권할 경우 2만원에 입장할 수 있다. ‘D멤버스 쿠폰’은 대명리조트 공식 앱을 통해 발급받을 수 있다. 방문 당일 쿠폰 신청 및 사용은 안 된다. 엠블호텔 고양에서는 30일까지 수험생 본인에 한해 뷔페 레스토랑 ‘쿠치나M’이 50% 할인된다.스키장 중에서는 휘닉스 평창 스노파크가 수험생 이벤트에 동참했다. 12월 10일까지 수험표를 지참한 수능생은 리프트가 무료다. 휘닉스 평창은 지난 17일 국내 스키장 가운데 가장 먼저 개장했다.코엑스 아쿠아리움은 할인 기간을 1주일 연장했다. 23일부터 12월 22일까지 본인에 한해 1만원에 입장할 수 있다. 동반 2인까지는 30% 할인된다. 수시 합격자에게도 혜택은 동일하게 적용된다. 고교 3학년 학급이 대상인 초청 이벤트 역시 응모 기간을 23일~12월 3일로 조정했다. 당첨자 발표는 12월 5일이다. 홈페이지에 우리 반이 코엑스 아쿠아리움을 꼭 가야 하는 이유를 올리면 당첨자를 대상으로 반 친구 모두를 아쿠아리움에 초대할 예정이다.제주항공은 국내선 항공요금을 할인한다. 수험생은 24일(탑승일 기준)부터 내년 1월 31일까지 김포~제주, 부산~제주, 청주~제주, 대구~제주, 광주~제주, 김포~부산 등 6개 노선의 탑승권 가격이 30% 할인된다. 동반 1명은 15%다. 할인 항공권 예매는 23일 오후 6시부터 내년 1월 31일까지 제주항공 누리집과 모바일앱·웹에서만 할 수 있다. 예약 과정에서 정규운임을 선택한 후 탑승자 정보 입력 단계에서 ‘수험생 할인’과 ‘동반자 할인’ 등의 코드를 선택하면 된다. 탑승 당일 발권 카운터에서 2018학년도 대입지원서, 원서접수증, 수험표 중 1개를 확인하는 절차를 거친다.손원천 기자 angler@seoul.co.kr▶  재미있는 세상[나우뉴스] ▶ [인기 무료만화] [페이스북]ⓒ 서울신문(www.seoul.co.kr), 무단전재 및 재배포금지
		",earthquake,seoul
“휴대전화 진동에도 깜짝”… 일반 주민도 심리지원,"
			[서울신문]전문가 63명 심리지원단 구성 24시간 전화상담… 불안 치료지난 15일 경북 포항에서 발생한 지진으로 시민들의 트라우마(정신적 외상)가 갈수록 심각해지고 있다. 보건복지부는 이재민뿐만 아니라 일반주민에 대한 심리지원 서비스도 하기로 했다.21일 포항시 재난종합대책본부 등에 따르면 지진 이후 포항 남·북구 보건소 등에는 극도의 불안 증세와 피로감, 우울, 기억력 장애 등을 호소하는 주민이 줄을 잇고 있다. 이에 따라 시 재난대책본부는 심리상담 전문가 등 63명으로 심리지원단을 편성해 주민 불안 해소를 위한 활동을 펴고 있다.지난 19일까지 포항 남·북구 보건소와 항도초등학교, 흥해남산초등학교, 흥해공고 등 8곳에서 258건의 심리상담을 진행했다. 포항 보건소 관계자는 “대부분 밤에 잠을 못 자 두통과 땅이 흔들리는 듯한 어지럼증, 이명을 호소한다. 일부 주민은 상담 중 불안증을 호소하다가 울음을 터뜨리기도 했다”고 설명했다.대책본부는 21일부터 24시간 정신건강 상담전화(1577-0119)도 운영한다. 불안을 호소하는 주민 수가 갈수록 늘고 있어서다. 50여 차례 여진에 이어 지난 19일 밤부터 20일 새벽 사이 규모 3.5 이상의 여진이 잇따라 발생하면서 주민들의 불안과 공포는 갈수록 증폭되고 있다. 이번 강진의 진앙인 흥해읍 망천리 주민들은 “집 바닥이 울렁거리는 것 같아 누워 있지 못하겠다”, “휴대전화 진동 등 작은 소리에도 깜짝 놀라고 신경이 곤두선다”는 등 고통을 호소하고 있다. 망천리 조준길(70) 이장은 “지진 당시 크게 놀란 마을 주민 대부분이 70~80대 고령이어서 증상이 더욱 심한 것 같다”고 말했다.한편 보건복지부는 지진에 의한 심리적 불안을 덜어주고자 지역주민에 대한 심리적 지원도 한다고 밝혔다. 기존 포항 현장 심리지원단에 5개 국립병원의 정신과 전문의 등 의료진 19명을 추가 배치해 이재민뿐 아니라 일반 주민을 대상으로 재난 심리지원 서비스를 하기로 했다. 현장심리지원단은 불안과 걱정으로 일상생활에 지장을 겪는 고위험군을 최우선으로 관리하되 재난 심리지원 단계에 따라 일반 주민에게도 ‘찾아가는 심리지원서비스’를 제공할 계획이다.포항 김상화 기자 shkim@seoul.co.kr서울 이성원 기자 lsw1469@seoul.co.kr▶  재미있는 세상[나우뉴스] ▶ [인기 무료만화] [페이스북]ⓒ 서울신문(www.seoul.co.kr), 무단전재 및 재배포금지
		",earthquake,seoul
"서울교육청 年 516억씩 투입, 모든 학교 건물 내진 보강한다","
			[서울신문]서울시교육청이 수도권 지진에 대비해 2019년까지 이재민 대피소로 활용할 학교 건물 723동의 내진보강을 마치기로 했다. 또 2030년까지는 시내 모든 학교가 내진 성능을 갖추도록 하는 작업을 끝낼 계획이다. 더이상 지진 안전국이 아니라는 국민적 우려가 커진 상황에서 아이들이 머무는 학교 안전도를 높이겠다는 취지다.
	
		
조희연 서울교육감은 21일 교육청에서 기자간담회를 열고 이런 내용의 학교 내진보강 대책을 발표했다. 서울교육청은 지난해 9월 경주 지진이 발생하자 매년 400억원씩 들여 2034년까지 내진설계가 안 된 시내 모든 학교 건물을 고치겠다는 계획을 세웠었다. 하지만 포항 지진 탓에 우려가 커지자 시점을 앞당기기로 했다.교육청은 매년 학교 내진보강에 드는 예산을 기존 400억원에서 내년부터 516억원으로 늘려 애초 계획보다 4년 빠른 2030년까지 모든 학교 건물이 지진을 견딜 수 있도록 할 방침이다. 원래 계획대로라면 매년 141개 건물을 내진보강할 수 있는데 계획을 바꿔 매년 193동씩 보강하기로 한 것이다.서울의 내진 적용 대상 학교 건물은 모두 3609동인데 이 가운데 26.5%인 955동만 지진에 버틸 설계를 갖췄다. 학교 건물 중 학생들이 쓰는 교사동, 체육관, 급식실, 강당 등이 내진 적용 대상이고 창고나 수위실 등은 대상이 아니다. 학교 건물은 규모 약 6.3의 지진에도 건물 안 사람들이 다치지 않는 수준의 성능을 갖춰야 한다.이재민수용시설로 지정된 학교 건물은 같은 규모의 지진에도 버텨 ‘즉시 거주’가 가능해야 한다. 교육청은 이재민 수용 학교 723동은 2년 안에 내진보강을 끝낼 계획이다.서울교육청이 내진보강 계획을 앞당겼지만 모든 학교 건물을 손보는 데는 13년이 걸린다. 교육청은 “정부가 추가 예산만 준다면 보강 기간을 5년으로 단축할 수 있다”고 설명했다. 조 교육감은 “정부가 교육환경개선특별회계를 편성해 매년 4조 8793억원씩 준다면 5년 안에 학교 내진보강과 석면 제거, 40년 넘은 학교 건물 개축 등을 할 수 있다”면서 “특별회계가 편성될 수 있도록 문재인 대통령에게 호소한다”고 말했다. 교육청은 내년 추가경정예산 또는 올해 예산안 조정을 통해 특별회계예산이 확보되길 바라고 있다. 하지만 전국 모든 시·도에 교육환경개선특별회계를 편성하려면 건물 개축 비용은 빼더라도 8조 5411억원이 든다.유대근 기자 dynamic@seoul.co.kr▶  재미있는 세상[나우뉴스] ▶ [인기 무료만화] [페이스북]ⓒ 서울신문(www.seoul.co.kr), 무단전재 및 재배포금지
		",earthquake,seoul
수능시험장에 소방관… 비상시 신속 대처,"
			[서울신문]포항 12곳엔 구조대원 추가 지원   지자체·경찰과 핫라인 체계 가동   또 여진… 규모 2.0 이상 총 61회 “수능일 포항 안전진단 전문가 배치”  진앙 주변 8곳 ‘액상화 조사’ 착수대학수학능력시험을 이틀 앞둔 21일 경북 포항에 여진이 잇따르면서 수험생과 학부모들의 우려가 커지고 있다. 이에 따라 수능 당일인 23일 지방자치단체와 경찰, 소방 등이 ‘핫라인’을 꾸려 만일의 사태에 철저히 대비하기로 했다.
	
		
분리시험실 준비  - 2018학년도 대학수학능력시험을 이틀 앞둔 21일 수능 고사장으로 지정된 경북 포항시 남구 이동중학교에서 교사가 시험실 준비를 하고 있다. 이동중학교는 지난 15일 발생한 지진으로 인해 대체 고사장으로 지정됐다. 분리시험실은 지진의 영향으로 심리적 안정을 찾지 못한 학생들이 수능시험을 치르는 곳이다. 학교를 통해 사전 신청한 학생과 수능일 심리적으로 불안정한 학생들이 이곳에서 시험을 치를 수 있다.포항 박윤슬 기자 seul@seoul.co.kr기상청에 따르면 지난 15일 포항에 규모 5.4의 본진이 발생한 이후 지금까지 발생한 규모 2.0 이상의 여진은 총 61회다. 규모 4.0∼5.0 미만이 1회, 3.0∼4.0 미만이 5회, 2.0∼3.0 미만이 55회였다. 특히 지난 20일 비교적 강한 규모인 3.0대 여진이 두 차례 연이어 발생한 데 이어 이날 규모 2.0대 초반의 여진이 세 차례 발생했다.기상청을 비롯해 지진 전문가들은 몇 달간은 여진이 계속될 것으로 보고 있다. 기상청 관계자는 “사람이 느끼기 힘든 수준의 약한 여진이 여러 차례 일어나야 소요 없이 큰 여진을 막을 수 있을 것”이라고 말했다.소방청은 수능이 치러지는 23일 전국 고사장에 소방공무원(소방안전관리관)을 배치해 응급상황 발생 시 신속히 대처하기로 했다고 밝혔다.응급구조사가 포함된 소방공무원 2372명이 전국 수능 고사장 1180곳에 2명씩 배치된다. 이들은 고사장 건물구조와 대피로, 소방시설 등을 미리 파악해 화재 등 유사시에 대피를 유도하고 응급환자 발생 시 신속히 대처하는 임무를 맡는다.특히 지진이 난 포항 지역 고사장 12곳에 구조대원을 추가로 배치해 만일의 사고에 대비하기로 했다.전국 19개 시·도 소방본부는 포항 지진 이후 전국 수능고사장 긴급 소방안전점검에서 확인된 미비점을 수능일 전까지 개선할 방침이다.이지만 소방청 119구조과장은 “수능 고사장에 소방안전관리관을 배치하고 긴급소방안전점검을 실시해 시험이 안전하게 치러질 수 있도록 노력하겠다”고 말했다.중앙재난안전대책본부(중대본)도 이날 정부서울청사에서 브리핑을 통해 “수능 당일 건축물 안전진단 전문가를 포항 지역에 배치할 계획”이라고 밝혔다.국립재난안전연구원과 기상청 등으로 꾸려진 ‘액상화 전담 조사팀’은 포항 지진 진앙 주변 8곳에 대한 시추 작업을 벌여 액상화 여부를 알아보기로 하고 이 가운데 이날 두 곳에서 작업을 벌였다. 시추 작업에 착수한 곳은 액상화 현상 목격 신고가 접수된 포항시 흥해읍 망천리 논과 남구 송도동 송림공원 내 솔밭이다. 조사팀은 시추 작업을 통해 확보한 지질을 토대로 시료 분석, 전문가 자문을 거쳐 1개월쯤 뒤 액상화 여부에 대한 결론을 낼 계획이다.류지영 기자 superryu@seoul.co.kr박기석 기자 kisukpark@seoul.co.kr▶  재미있는 세상[나우뉴스] ▶ [인기 무료만화] [페이스북]ⓒ 서울신문(www.seoul.co.kr), 무단전재 및 재배포금지
		",earthquake,seoul
