"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Flu and COVID-19 can spread more easily in winter when mixing indoors. So if you’re 65 years or over, you’ll need t… https://t.co/glkkEZ5AHd",FALSE,0,NA,2022-10-31 12:00:39,TRUE,NA,"1587051924976766977",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","BDCFT",0,FALSE,FALSE,NA,NA
"Sam, who heads up the #Leeds #COVID vaccination programme, has had her boosters. If you’re a health/care worker, 50… https://t.co/lKF7rqzJ0S",FALSE,0,NA,2022-10-31 12:00:34,TRUE,NA,"1587051905376829441",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","LCHNHSTrust",0,FALSE,FALSE,NA,NA
"If you are pregnant, flu and COVID-19 can cause serious harm to you and your baby. 

So, make sure you get your fre… https://t.co/zavZR20OXA",FALSE,0,NA,2022-10-31 12:00:29,TRUE,NA,"1587051883310489608",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","_OneLiverpool",0,FALSE,FALSE,NA,NA
"Protect your immune system from having to combat the flu and COVID-19!

Vaccine appointments for adults (12 years a… https://t.co/GcCA1WOIWs",FALSE,1,NA,2022-10-31 12:00:16,TRUE,NA,"1587051827933192193",NA,"<a href=""https://www.meltwater.com/"" rel=""nofollow"">Meltwater Social</a>","NewBridgeMedCtr",0,FALSE,FALSE,NA,NA
"Don’t forget to get your booster jab!
 
Vaccination is the best protection against becoming seriously ill from COVI… https://t.co/a4tQJxdRIs",FALSE,1,NA,2022-10-31 12:00:10,TRUE,NA,"1587051801710399492",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","cj_dinenage",0,FALSE,FALSE,NA,NA
"@StathisMparmpa @danmmeyer @SJCar8713 @ghosthoffa @MarcusBeam1 Passport control would be as it was pre-Covid.
If ar… https://t.co/0nRGBojxhT",FALSE,2,"StathisMparmpa",2022-10-31 11:59:35,TRUE,"1587050774370127872","1587051655958339584","1369668931833716739","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","randomperson_FA",0,FALSE,FALSE,NA,NA
"The really scary thing this Halloween would be getting a visit from these two 🎃

Keep them away with a free Covid-1… https://t.co/0IbA6I0hkU",FALSE,0,NA,2022-10-31 11:59:01,TRUE,NA,"1587051512588632064",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","TamesideCouncil",0,FALSE,FALSE,NA,NA
"WOMAN'S CANCER ERUPTS AFTER COVID-19 BOOSTER SHOT
August 2022
FRONTLINE HEALTH
DAN SKORBACH
In 2021, the first expe… https://t.co/IpkygPs71o",FALSE,0,NA,2022-10-31 11:57:12,TRUE,NA,"1587051054612594688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","geezer_crypto",0,FALSE,FALSE,NA,NA
"COVID-19 Vaccines Have Caused 84% of All Deaths Recorded in VAERS for the Past 32 Years – Pfizer #1 in Vaccine Deat… https://t.co/H8vs0dEfEZ",FALSE,0,NA,2022-10-31 11:56:32,TRUE,NA,"1587050887708639233",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnitaevaB",0,FALSE,FALSE,NA,NA
"Thyroid Eye Disease Following COVID-19 Vaccine in a Patient With a History Graves' Disease
https://t.co/0yWNNF4leQ… https://t.co/w3482sPHjV",FALSE,0,NA,2022-10-31 11:56:22,TRUE,NA,"1587050845643984896",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bakavestito",0,FALSE,FALSE,NA,NA
"""I hear there's a new COVID-19 vaccine delivered via an audio interface as music.
It is hoped that this will lead t… https://t.co/rOZRZD8xdK",FALSE,0,NA,2022-10-31 11:56:02,TRUE,NA,"1587050761460092930",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","GlenSchultz8",0,FALSE,FALSE,NA,NA
"@neilchurnin @AllisonPearson Not in the USA (nromally only starts in (Nov) and there is a study showing that RSV is… https://t.co/S838nJx9Sf",FALSE,0,"neilchurnin",2022-10-31 11:55:44,TRUE,"1587035601068490752","1587050687925477378","216696404","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RaymondTheBrave",0,FALSE,FALSE,NA,NA
"WOMAN'S CANCER ERUPTS AFTER COVID-19 BOOSTER SHOT
August 2022
FRONTLINE HEALTH
DAN SKORBACH
In 2021, the first expe… https://t.co/PcXzPhKQAr",FALSE,0,NA,2022-10-31 11:54:38,TRUE,NA,"1587050411348967424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","geezer_crypto",0,FALSE,FALSE,NA,NA
"Vaccines are the best protection we have against viruses like flu &amp; COVID-19 that can cause serious illness. 

You… https://t.co/cxyOtpVpoS",FALSE,0,NA,2022-10-31 11:54:16,TRUE,NA,"1587050318185091072",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","hallgreenhealth",0,FALSE,FALSE,NA,NA
"WOMAN'S CANCER ERUPTS AFTER COVID-19 BOOSTER SHOT
August 2022
FRONTLINE HEALTH
DAN SKORBACH
In 2021, the first expe… https://t.co/lBIJSI3FAe",FALSE,0,NA,2022-10-31 11:54:10,TRUE,NA,"1587050293732286470",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","geezer_crypto",0,FALSE,FALSE,NA,NA
"Hey @DailyMailUK @MailOnline we still have #Covid_19 guess why? Because ALL strains of #Covid are immune to the… https://t.co/FLupSGtM1o",FALSE,0,NA,2022-10-31 11:54:02,TRUE,NA,"1587050261029191680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DaviE9696",0,FALSE,FALSE,NA,NA
"after receiving his Pfizer COVID-19 booster shot, the 62-year-old was forced to retire, is largely confined to his… https://t.co/uLBIJ4lgjN",FALSE,0,NA,2022-10-31 11:53:56,TRUE,NA,"1587050235448139779",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bakavestito",0,FALSE,FALSE,NA,NA
"Peru: Over 85.09 million COVID-19 vaccine doses applied  https://t.co/GQG0Y2QYel via @Agencia_Andina",FALSE,0,NA,2022-10-31 11:51:54,FALSE,NA,"1587049724258942976",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","randerdd",0,FALSE,FALSE,NA,NA
"@ZaleskiLuke Not looking good for vax safety:
The Journal of the American Heart Association, has published two new… https://t.co/zdfkINTO8C",FALSE,0,"ZaleskiLuke",2022-10-31 11:51:48,TRUE,"1587035393404424194","1587049696341774338","1488026569","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IronMan96816599",0,FALSE,FALSE,NA,NA
"Woman’s Cancer Erupts After COVID-19 Booster Shot
August 20, 2022
FRONTLINE HEALTH
DAN SKORBACH
In 2021, the first… https://t.co/PV3bQA7wsD",FALSE,0,NA,2022-10-31 11:49:18,TRUE,NA,"1587049069423329281",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","geezer_crypto",0,FALSE,FALSE,NA,NA
"Beware of Fake COVID-19 vaccine.
#LifeIsBeautiful
#KaligtasanNyoSagotKo
#TulongTulongTayo
#MKKequalsK
#PNPKakampiNyo https://t.co/qMJdUDIt5h",FALSE,0,NA,2022-10-31 11:49:15,FALSE,NA,"1587049056412393472",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SalvadorMPS",0,FALSE,FALSE,NA,NA
"@TravAlvord @TheWeek Many people pointed out that the jab didn't stop infection, transmission and provide immunity,… https://t.co/uaN41XM8Jr",FALSE,0,"TravAlvord",2022-10-31 11:49:12,TRUE,"1586912861430829058","1587049041564778497","1429261284466323464","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Bitcoinbabycake",0,FALSE,FALSE,NA,NA
"@NjbBari3 Article is from April, going to the NHS site it seems it is still only available for high risk kids or cl… https://t.co/yvet849HzD",FALSE,3,"NjbBari3",2022-10-31 11:47:29,TRUE,"1587046343599484928","1587048609337741312","881708118903726080","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kate_raindrops",0,FALSE,FALSE,NA,NA
"Kindly join us in signing this petition to ensure equal distribution of #COVID-19vaccines in Nigeria:… https://t.co/GrNkNuvB4K",FALSE,3,NA,2022-10-31 11:47:23,TRUE,NA,"1587048587267129345",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AbdulbasitSMik1",4,FALSE,FALSE,NA,NA
"New preprint: Results of safety monitoring of BNT162b2 (Pfizer-BioNTech) COVID-19 vaccine in U.S. children aged 5-1… https://t.co/nyBioun0Jf",FALSE,0,NA,2022-10-31 11:45:04,TRUE,NA,"1587048002316914689",NA,"<a href=""https://twitter.com/outbreaksci"" rel=""nofollow"">preprint-alert</a>","outbreaksci",0,FALSE,FALSE,NA,NA
"@VokalKita CDC and WHO tu big orgs, diorang banyak duit, ingat diorang takleh tutup bukti ke?… https://t.co/qPQJHB4fLC",FALSE,0,"EastMister0822",2022-10-31 11:43:53,TRUE,"1587047396546326530","1587047704269819904","4313010322","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","EastMister0822",0,FALSE,FALSE,NA,NA
"Working collaboratively with representatives from African ministries of health and district health offices, we are… https://t.co/cw772SQtC2",FALSE,1,NA,2022-10-31 11:43:06,TRUE,NA,"1587047508311650304",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Amref_Worldwide",1,FALSE,FALSE,NA,NA
"Winter is coming – protect yourself and those around you with the free flu vaccine and COVID-19 booster.

Find out… https://t.co/ZaKFWPVkQP",FALSE,0,NA,2022-10-31 11:42:00,TRUE,NA,"1587047230199848960",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NHS_TNW",0,FALSE,FALSE,NA,NA
"I-RECOVER: Post-Vaccine Treatment - FLCCC | Front Line COVID-19 Critical Care Alliance https://t.co/rpMO0qmN4y",FALSE,0,NA,2022-10-31 11:41:41,FALSE,NA,"1587047152874041344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lisa_Trump3",1,FALSE,FALSE,NA,NA
"@MarijnPeppelman @MarKes1900 @Dohan111 @JM_Dujardin @WybrenvanHaga @BVNLNederland Our VE/rVE estimates were lower t… https://t.co/ZouUqOjJZX",FALSE,0,"MarijnPeppelman",2022-10-31 11:41:41,TRUE,"1587044100502609921","1587047150755741697","1080285886397534209","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","KapiteinDeWilde",0,FALSE,FALSE,NA,NA
"This week our pop-up clinics will also be offering the flu vaccine to people aged 65 and over. 

#GetBoosted and pr… https://t.co/Byw4JNtIb2",FALSE,0,NA,2022-10-31 11:41:10,TRUE,NA,"1587047019683667971",NA,"<a href=""https://orlo.tech"" rel=""nofollow"">Orlo</a>","NewhamLondon",2,FALSE,FALSE,NA,NA
"@XavierDelon @dhuhya @rslaxer1 @CharlieCrist @DavidJollyFL @GovRonDeSantis Moderna conducted their stage 3 trials f… https://t.co/ofRoPlzqYC",FALSE,0,"XavierDelon",2022-10-31 11:39:55,TRUE,"1584812897045053440","1587046706922885121","1350914915498749953","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hmedas82",0,FALSE,FALSE,NA,NA
"@GodIsWithUs72 @LiliaVale1 @sue_is_annoyed @ksorbs Everyone in my family have had the vaccine and booster. All of us got Covid-19",FALSE,0,"GodIsWithUs72",2022-10-31 11:38:33,FALSE,"1587042075199111169","1587046362511810560","1238981961823248384","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SteveSc84772491",0,FALSE,FALSE,NA,NA
"WHICH MEANS THEY CAN SPRAY THE VACCINE IN THE AIR!

China starts using a COVID-19 vaccine inhaled through the mouth https://t.co/L75GI7LPZN",FALSE,0,NA,2022-10-31 11:37:45,FALSE,NA,"1587046163164893184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FrederikaWakker",0,FALSE,FALSE,NA,NA
"@DamCou One of the areas the UK's Covid-19 Inquiry should look at is the merits of the UK having its own vaccine pr… https://t.co/MZ3s5yStJc",FALSE,0,"DamCou",2022-10-31 11:37:14,TRUE,"1587036435097452546","1587046032671739905","215335757","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Azeem_Majeed",0,FALSE,FALSE,NA,NA
"@Xx17965797N Why you promoting 'chitin' from mashed up insects. It's known as harmful for humans. 

Strange, you we… https://t.co/tyO5BazwRJ",FALSE,6,"Xx17965797N",2022-10-31 11:35:43,TRUE,"1586774617091366912","1587045650218340353","1552407495255199745","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","myperfectcousi1",2,FALSE,FALSE,NA,NA
"Texas leaders bristle at federal panel's recommendation for COVID-19 requirement for kids-AAS:https://t.co/q0aC39nfkZ",FALSE,0,NA,2022-10-31 11:35:20,FALSE,NA,"1587045554369994754",NA,"<a href=""https://lrl.texas.gov/"" rel=""nofollow"">TxLRLClips</a>","TxLRLClips",0,FALSE,FALSE,NA,NA
"2022-10-31 COVID-19 Vaccine Outreach Clinics (ages 6 months +):
Tue, Nov 1 
Berwick Town Hall Gymnasium
236 Commerc… https://t.co/n4ppaEoaVX",FALSE,0,NA,2022-10-31 11:34:51,TRUE,NA,"1587045432424894464",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","REMO_KingsCty",0,FALSE,FALSE,NA,NA
"Elena. the post I found (covid-19 scenario): 

Fifth COVID-19 vaccine - a third booster - not expected until next y… https://t.co/RIDHftMK5h",FALSE,2,NA,2022-10-31 11:34:30,TRUE,NA,"1587045344734494720",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PengDinuo",0,FALSE,FALSE,NA,NA
"Protect yourself from winter viruses. If you have certain health conditions, like #diabtes you are eligible for a f… https://t.co/7HqcSnM5MW",FALSE,0,NA,2022-10-31 11:32:00,TRUE,NA,"1587044713764253696",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DiabetesUKMidsE",0,FALSE,FALSE,NA,NA
"@MarijnPeppelman @MarKes1900 @Dohan111 @JM_Dujardin @WybrenvanHaga @BVNLNederland En waarschuwing van henzelf... sc… https://t.co/7m4qm06CXy",FALSE,0,"MarijnPeppelman",2022-10-31 11:31:53,TRUE,"1587036774571905024","1587044687042453504","1080285886397534209","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","KapiteinDeWilde",0,FALSE,FALSE,NA,NA
"COVID-19 and flu spread more quickly in winter and can cause serious illness. If you’re 50 years or over, you are e… https://t.co/H9xDx5RrWT",FALSE,0,NA,2022-10-31 11:31:01,TRUE,NA,"1587044465440587776",NA,"<a href=""https://recurpost.com"" rel=""nofollow"">recurpost.com</a>","HealthwatchLeic",0,FALSE,FALSE,NA,NA
"No, the CDC isn’t requiring children to get the COVID-19 vaccine for school https://t.co/AT9rcRfWY2",FALSE,3,NA,2022-10-31 11:30:06,FALSE,NA,"1587044236372983808",NA,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>","VerifyThis",1,FALSE,FALSE,NA,NA
"New evidence on #COVID19 #vaccine-related blood clotting condition
https://t.co/HBewvvddxO https://t.co/qgQBa9nXH2",FALSE,0,NA,2022-10-31 11:30:01,FALSE,NA,"1587044216491876356",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","Univadis",0,FALSE,FALSE,NA,NA
"@QuackDetector Seeing my son with COVID-19 after he'd had two doses of the vaccine was scary enough, I cannot imagi… https://t.co/bJFpbMZ8DQ",FALSE,1,"QuackDetector",2022-10-31 11:29:42,TRUE,"1586975048216125440","1587044136275873793","1004477553984204800","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","turquoiselau",0,FALSE,FALSE,NA,NA
"Medical experts reject Florida surgeon general’s Covid-19 vaccine guidance https://t.co/mp37UjNItQ",FALSE,0,NA,2022-10-31 11:28:52,FALSE,NA,"1587043924782227457",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikesJoblist",0,FALSE,FALSE,NA,NA
"If you have certain health conditions, you are more at risk this winter and will need the flu vaccine and COVID-19… https://t.co/U7C3qtHpTe",FALSE,0,NA,2022-10-31 11:27:53,TRUE,NA,"1587043677456809986",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","SuffolkLPC",2,FALSE,FALSE,NA,NA
"@statnews “[T]he digital landscape continues to erect barriers to access. An investigation by Kaiser Health News in… https://t.co/ekO2EqnjD7",FALSE,0,"statnews",2022-10-31 11:27:05,TRUE,"1587016093914349570","1587043478139293697","3290364847","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","susansternberg",0,FALSE,FALSE,NA,NA
"@sirtossy @DerekJones239 @CKellyUAP Most are in the frail and elderly. Unfortunately they are the group that doesn'… https://t.co/JJcuIox5mp",FALSE,1,"sirtossy",2022-10-31 11:26:54,TRUE,"1586930669422190592","1587043429137076225","1349272753770164232","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TigerAncient",0,FALSE,FALSE,NA,NA
"I stand against negative COVID-19vaccine rumors, The #COVID-19 vaccine is safe, go #getthejab' to protect you and y… https://t.co/VPANWpiiVW",FALSE,9,NA,2022-10-31 11:25:08,TRUE,NA,"1587042987904729088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EdwardAsare",2,FALSE,FALSE,NA,NA
"@PanasukPetr @vonderleyen It’s an example of how big pharma used the pandemic hype to financially exploit the world… https://t.co/I5H633ZrxR",FALSE,0,"PanasukPetr",2022-10-31 11:22:46,TRUE,"1586798682124550144","1587042392758181889","1545151543451721728","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","snakeappletree1",0,FALSE,FALSE,NA,NA
"@pilesund @zone8Heather @XoCharlotteEmX They don't carry liability for vaccine injuries. The companies were provide… https://t.co/VLA5ET534E",FALSE,1,"pilesund",2022-10-31 11:20:18,TRUE,"1461782388070100993","1587041769606332417","927921109550489600","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Exacerbater1",0,FALSE,FALSE,NA,NA
"SpyCatcher-SpyTag expertise used to develop recombinant protein-based intranasal vaccine towards SARS-CoV-2… https://t.co/zLWlvsAmoE",FALSE,0,NA,2022-10-31 11:16:21,TRUE,NA,"1587040775367544832",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","HealthNewzS",0,FALSE,FALSE,NA,NA
"@xand78869293 (2) Some see evidence of ""gain of function"" research on what became ""Covid-19"", and logically wonder… https://t.co/rbNHZmASYV",FALSE,0,"fanoonman",2022-10-31 11:14:27,TRUE,"1587039582905778176","1587040299473244161","54301769","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","fanoonman",0,FALSE,FALSE,NA,NA
"""Posts Distort Misleading Analysis of COVID-19 Vaccine Safety Data -"" via @factcheckdotorg… https://t.co/bZb0pxgzPK",FALSE,0,NA,2022-10-31 11:14:01,TRUE,NA,"1587040188563431424",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","historyvaccines",0,FALSE,FALSE,NA,NA
"Nine Covid symptoms affecting the fully vaccinated — and signs you may have it https://t.co/fEQoMe7JPl",FALSE,5,NA,2022-10-31 11:13:34,FALSE,NA,"1587040076743249923",NA,"<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox</a>","Independent",3,FALSE,FALSE,NA,NA
"#IgG4RD Reduced COVID-19 vaccine response in patient treated with Dupilumab [...]. Lee, Abadeh. https://t.co/XAQGtHjveu",FALSE,0,NA,2022-10-31 11:10:18,FALSE,NA,"1587039252684087296",NA,"<a href=""http://davte.simplesite.com/"" rel=""nofollow"">IgG4RD</a>","IgG4RD",0,FALSE,FALSE,NA,NA
"A Cleveland doctor who falsely claimed that the COVID-19 vaccine makes people magnetic and may be connected to 5G t… https://t.co/W7ddLrIkpB",FALSE,91,NA,2022-10-31 11:10:00,TRUE,NA,"1587039177325088769",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DC_DeWitt",32,FALSE,FALSE,NA,NA
"@millar1981 @MaidmentRos How do you know children don't need the vaccine for COVID-19?
Do you feel the same way for Tetanus?",FALSE,0,"millar1981",2022-10-31 11:07:53,FALSE,"1586765717479002113","1587038646041038848","44140077","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JohnTho04985400",0,FALSE,FALSE,NA,NA
"I do believe the public ought to hear more about her personal experience, especially seeing that COVID-19 has been… https://t.co/YV6RpF8fmC",FALSE,1,"lunarstudio",2022-10-31 11:06:24,TRUE,"1587038269115613187","1587038270440996864","59965212","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","lunarstudio",0,FALSE,FALSE,NA,NA
"Chinese Government Began COVID-19 Vaccine Research “No Later Than November 2019”, Say Experts https://t.co/oEFQEC5ZqN",FALSE,0,NA,2022-10-31 11:02:22,FALSE,NA,"1587037258401587202",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MoknowsMinimo",0,FALSE,FALSE,NA,NA
"Editor-in-Chief of Renowned Science Journal Ousted for Publishing Science Questioning COVID-19 Vaccine Safety https://t.co/yZ6gyqMYgC",FALSE,0,NA,2022-10-31 11:00:57,FALSE,NA,"1587036900761665543",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gnba3",0,FALSE,FALSE,NA,NA
"There are currently 51candidates
Out of which, 10 candidates are in phase 3.
#coronavirus #COVID #Covid-19 #vaccine… https://t.co/eLjFS5bkEq",FALSE,0,NA,2022-10-31 11:00:51,TRUE,NA,"1587036873712705541",NA,"<a href=""https://www.kpaudel.com"" rel=""nofollow"">corona-tracker-app</a>","krishna444_test",0,FALSE,FALSE,NA,NA
"Help protect yourself and others with the flu and COVID-19 vaccines. Find out if you’re eligible at… https://t.co/VbR0vtAoJ0",FALSE,0,NA,2022-10-31 11:00:46,TRUE,NA,"1587036853340966913",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","CPHerts",0,FALSE,FALSE,NA,NA
"COVID-19 and flu spread more quickly in winter and can cause serious illness. If you’re 50 years or over, you are e… https://t.co/jBybm03JOA",FALSE,0,NA,2022-10-31 11:00:23,TRUE,NA,"1587036756171431939",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","NHSLincsICB",0,FALSE,FALSE,NA,NA
"COVID-19 and flu spread more quickly in winter and can cause serious illness. If you’re 50 years or over, you are e… https://t.co/5AyYdEtkUL",FALSE,0,NA,2022-10-31 11:00:13,TRUE,NA,"1587036714501111811",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","mpftnhs",0,FALSE,FALSE,NA,NA
"COVID-19 and flu spread more quickly in winter and can cause serious illness. If you’re 50 years or over, you are e… https://t.co/zNzbrBctu3",FALSE,0,NA,2022-10-31 11:00:11,TRUE,NA,"1587036706443853824",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","NHSNW",2,FALSE,FALSE,NA,NA
"@MarysBoutique @Chesschick01 The CDC paid for science that discovered that Covid 19 is 33% LESS harmful than the Co… https://t.co/wYoqW1rKN0",FALSE,1,"dorianaria",2022-10-31 10:55:29,TRUE,"1587033849091047427","1587035524480524292","1585629218377027584","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dorianaria",0,FALSE,FALSE,NA,NA
"@realDonaIdJTru_ Sir , we need you to visit Australia where the states of Victoria &amp; Western Australia are becoming… https://t.co/Mhu4vhHNvp",FALSE,0,"realDonaIdJTru_",2022-10-31 10:55:23,TRUE,"1586871749903323137","1587035501235953664","1563563920065196032","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DaveFergusson1",0,FALSE,FALSE,NA,NA
"Where to get your COVID-19 vaccine this week: 31 October - 6 November https://t.co/5wR75eCFIh",FALSE,1,NA,2022-10-31 10:50:02,FALSE,NA,"1587034151424770048",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BHhealthylife",0,FALSE,FALSE,NA,NA
"@garfunkle37 @joseluisxyz @JamesfWells Thanks again. Very interesting. I note that this does not compare the mRNA v… https://t.co/7OJUtE26uo",FALSE,0,"garfunkle37",2022-10-31 10:47:50,TRUE,"1587027015915696128","1587033599211102209","1484544807876034561","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ResearchFacts1",0,FALSE,FALSE,NA,NA
"Four local XBB cases have been detected in Malaysia as Covid infections begin increasing; MOH recommends that those… https://t.co/P8NhkPtUfK",FALSE,3,NA,2022-10-31 10:47:07,TRUE,NA,"1587033417950326784",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","boosulyn",1,FALSE,FALSE,NA,NA
"A case concerning best interests in the context of the COVID-19 vaccine - click the link to read the full judgment: https://t.co/eztrsIXuGK",FALSE,0,NA,2022-10-31 10:46:58,FALSE,NA,"1587033381791203328",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","COPStephensons",0,FALSE,FALSE,NA,NA
"Four local XBB cases have been detected in Malaysia as Covid infections begin increasing; MOH recommends that those… https://t.co/fuKO028t22",FALSE,1,NA,2022-10-31 10:46:09,TRUE,NA,"1587033174324154370",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","codebluenews",2,FALSE,FALSE,NA,NA
"Editor-in-Chief of Renowned Science Journal Ousted for Publishing Science Questioning COVID-19 Vaccine Safety

https://t.co/paGehDyUup",FALSE,0,NA,2022-10-31 10:45:29,FALSE,NA,"1587033008175042560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MaryAC",0,FALSE,FALSE,NA,NA
"Nasal Vaccine Bolsters Immune Responses to COVID-19 in Vaccinated Animals https://t.co/ilRZL8y8X1",FALSE,0,NA,2022-10-31 10:44:27,FALSE,NA,"1587032748492988417",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","AIRIN19961",0,FALSE,FALSE,NA,NA
"As one would expect, the availability of COVID-19 vaccine doses was the key bottleneck. In order to circumvent this… https://t.co/24lUAD6hjr",FALSE,2,"tapasnair",2022-10-31 10:42:37,TRUE,"1587032279288799232","1587032285706174464","4320708374","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","tapasnair",0,FALSE,FALSE,NA,NA
"@PokeBadgers If you're referring to the Covid-19 vaccine, you can find some useful information and FAQs at… https://t.co/6x3vaoFF6n",FALSE,0,"PokeBadgers",2022-10-31 10:41:55,TRUE,"1587018660308295680","1587032110287785985","1158734612216123392","<a href=""https://www.lithium.com"" rel=""nofollow"">Khoros CX</a>","GiveBloodNHS",0,FALSE,FALSE,NA,NA
